node_id,law_id,article,law_name,sector,out_degree,in_degree,out_weight,in_weight,unique_laws_cited,unique_laws_citing,pagerank,betweenness
constitucion-politica::?,constitucion-politica,?,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,288,0,288,0,56,0.09057696,0.0
ley-federal-competencia-economica::?,ley-federal-competencia-economica,?,Ley Federal de Competencia Económica,competencia,0,179,0,278,0,59,0.03805484,0.0
ley-general-sociedades-mercantiles::?,ley-general-sociedades-mercantiles,?,Ley General de Sociedades Mercantiles,mercantil,0,134,0,246,0,47,0.02667788,0.0
codigo-nacional-procedimientos-penales::?,codigo-nacional-procedimientos-penales,?,Código Nacional de Procedimientos Penales,penal,0,95,0,99,0,31,0.0230245,0.0
ley-isr::?,ley-isr,?,Ley del Impuesto sobre la Renta,fiscal,0,63,0,94,0,8,0.01694948,0.0
lfpa::?,lfpa,?,Ley Federal de Procedimiento Administrativo,administrativo,0,51,0,51,0,22,0.01330501,0.0
ley-pemex::?,ley-pemex,?,Ley de Petróleos Mexicanos,energia,0,73,0,130,0,49,0.01104219,0.0
constitucion-politica::89,constitucion-politica,89,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,77,0,77,0,70,0.01031696,0.0
ley-responsabilidades-administrativas::?,ley-responsabilidades-administrativas,?,Ley General de Responsabilidades Administrativas,anticorrupcion,0,38,0,42,0,13,0.00904458,0.0
ley-general-salud::?,ley-general-salud,?,Ley General de Salud,salud,0,48,0,53,0,24,0.00894939,0.0
lfda::?,lfda,?,Ley Federal del Derecho de Autor,propiedad-intelectual,0,44,0,49,0,18,0.00881282,0.0
ley-federal-anticorrupcion::?,ley-federal-anticorrupcion,?,Ley General del Sistema Nacional Anticorrupción,anticorrupcion,0,41,0,50,0,24,0.00871012,0.0
ley-general-educacion::?,ley-general-educacion,?,Ley General de Educación,educacion,0,46,0,55,0,25,0.00786632,0.0
loapf::?,loapf,?,Ley Orgánica de la Administración Pública Federal,administrativo,0,43,0,48,0,32,0.00768032,0.0
lgipe::?,lgipe,?,Ley General de Instituciones y Procedimientos Electorales,electoral,0,48,0,51,0,25,0.0074502,0.0
ley-federal-del-trabajo::?,ley-federal-del-trabajo,?,Ley Federal del Trabajo,trabajo,0,39,0,61,0,26,0.00721787,0.0
ley-mercado-valores::?,ley-mercado-valores,?,Ley del Mercado de Valores,financiero,0,28,0,32,0,6,0.00679493,0.0
lgtaip::?,lgtaip,?,Ley General de Transparencia y Acceso a la Información Pública,transparencia,0,30,0,34,0,23,0.00630707,0.0
lgeepa::?,lgeepa,?,Ley General del Equilibrio Ecológico y la Protección al Ambiente,ambiental,0,31,0,34,0,12,0.00582856,0.0
constitucion-politica::22,constitucion-politica,22,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,16,0,16,0,3,0.00533412,0.0
constitucion-politica::27,constitucion-politica,27,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,19,0,19,0,10,0.00529906,0.0
constitucion-politica::123,constitucion-politica,123,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,22,0,22,0,19,0.00508865,0.0
lopjf::?,lopjf,?,Ley Orgánica del Poder Judicial de la Federación,judicial,0,31,0,36,0,20,0.00506313,0.0
ley-instituciones-credito::?,ley-instituciones-credito,?,Ley de Instituciones de Crédito,financiero,0,29,0,42,0,17,0.00441906,0.0
ley-prevencion-lavado-dinero::?,ley-prevencion-lavado-dinero,?,Ley Federal para la Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita,financiero,0,32,0,34,0,21,0.00414315,0.0
constitucion-politica::105,constitucion-politica,105,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,11,0,11,0,5,0.00375503,0.0
ley-fintech::?,ley-fintech,?,Ley para Regular las Instituciones de Tecnología Financiera,financiero,0,22,0,24,0,10,0.00372943,0.0
codigo-federal-procedimientos-civiles::?,codigo-federal-procedimientos-civiles,?,Código Federal de Procedimientos Civiles,civil,0,16,0,17,0,9,0.00356999,0.0
codigo-penal-federal::?,codigo-penal-federal,?,Código Penal Federal,penal,0,10,0,10,0,10,0.00356907,0.0
ley-ieps::?,ley-ieps,?,Ley del Impuesto Especial sobre Producción y Servicios,fiscal,0,19,0,19,0,6,0.00309899,0.0
ley-inmigracion::?,ley-inmigracion,?,Ley de Migración,migracion,0,18,0,24,0,12,0.00302899,0.0
constitucion-politica::21,constitucion-politica,21,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,9,0,9,0,8,0.00298461,0.0
ley-del-infonavit::?,ley-del-infonavit,?,Ley del Instituto del Fondo Nacional de la Vivienda para los Trabajadores,vivienda,0,19,0,21,0,15,0.00294695,0.0
ley-iva::?,ley-iva,?,Ley del Impuesto al Valor Agregado,fiscal,0,24,0,24,0,14,0.00278917,0.0
codigo-fiscal-federacion::?,codigo-fiscal-federacion,?,Código Fiscal de la Federación,fiscal,0,13,0,16,0,9,0.00270325,0.0
lftr::?,lftr,?,Ley Federal de Telecomunicaciones y Radiodifusión,telecomunicaciones,0,27,0,33,0,23,0.00262394,0.0
ley-federal-proteccion-consumidor::?,ley-federal-proteccion-consumidor,?,Ley Federal de Protección al Consumidor,consumidor,0,19,0,19,0,15,0.00262055,0.0
ley-banco-mexico::?,ley-banco-mexico,?,Ley del Banco de México,financiero,0,13,0,13,0,9,0.00251038,0.0
ley-amparo::?,ley-amparo,?,"Ley de Amparo, Reglamentaria de los Artículos 103 y 107 de la Constitución",judicial,0,19,0,19,0,12,0.00247905,0.0
lgpp::?,lgpp,?,Ley General de Partidos Políticos,electoral,0,17,0,21,0,14,0.00226229,0.0
codigo-civil-federal::?,codigo-civil-federal,?,Código Civil Federal,civil,0,7,0,8,0,6,0.00216637,0.0
ley-aduanera::?,ley-aduanera,?,Ley Aduanera,comercio-exterior,0,7,0,7,0,3,0.00200273,0.0
ley-aguas-nacionales::?,ley-aguas-nacionales,?,Ley de Aguas Nacionales,ambiental,0,11,0,12,0,10,0.00196099,0.0
constitucion-politica::79,constitucion-politica,79,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,5,0,5,0,3,0.00188584,0.0
constitucion-politica::41,constitucion-politica,41,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,5,0,5,0,3,0.0018157,0.0
constitucion-politica::28,constitucion-politica,28,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,6,0,6,0,3,0.00172803,0.0
codigo-comercio::?,codigo-comercio,?,Código de Comercio,comercio,0,5,0,5,0,4,0.0017105,0.0
constitucion-politica::93,constitucion-politica,93,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,4,0,4,0,2,0.00164036,0.0
constitucion-politica::127,constitucion-politica,127,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,4,0,4,0,1,0.00164036,0.0
constitucion-politica::122,constitucion-politica,122,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,4,0,4,0,2,0.00158192,0.0
constitucion-politica::20,constitucion-politica,20,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,3,0,3,0,2,0.00146503,0.0
constitucion-politica::108,constitucion-politica,108,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,3,0,3,0,3,0.00146503,0.0
constitucion-politica::19,constitucion-politica,19,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,3,0,3,0,3,0.00146503,0.0
constitucion-politica::113,constitucion-politica,113,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,3,0,3,0,1,0.00146503,0.0
"constitucion-politica::102, Apartado B,",constitucion-politica,"102, Apartado B,",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,3,0,3,0,1,0.00146503,0.0
constitucion-politica::131,constitucion-politica,131,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,4,0,4,0,3,0.00130138,0.0
constitucion-politica::17,constitucion-politica,17,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,3,0,3,0,2,0.00128969,0.0
ley-del-seguro-social::?,ley-del-seguro-social,?,Ley del Seguro Social,seguridad-social,0,10,0,12,0,10,0.00128719,0.0
ley-hidrocarburos::?,ley-hidrocarburos,?,Ley de Hidrocarburos,energia,0,12,0,13,0,8,0.00126937,0.0
ley-issste::?,ley-issste,?,Ley del Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,seguridad-social,0,12,0,12,0,11,0.00126585,0.0
constitucion-politica::16 y 21,constitucion-politica,16 y 21,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,3,0,3,0,2,0.00123124,0.0
lfpdppp::?,lfpdppp,?,Ley Federal de Protección de Datos Personales en Posesión de los Particulares,transparencia,0,6,0,7,0,6,0.00114274,0.0
constitucion-politica::102,constitucion-politica,102,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,3,0,3,0,1,0.00112498,0.0
constitucion-politica::2,constitucion-politica,2,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,2,0,2,0,2,0.00111435,0.0
constitucion-politica::94,constitucion-politica,94,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,2,0,2,0,2,0.00111435,0.0
constitucion-politica::72,constitucion-politica,72,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,2,0,2,0,1,0.00111435,0.0
constitucion-politica::115,constitucion-politica,115,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,2,0,2,0,2,0.00111435,0.0
constitucion-politica::73,constitucion-politica,73,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,4,0,4,0,4,0.00111435,0.0
"constitucion-politica::102, Apartado A,",constitucion-politica,"102, Apartado A,",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,2,0,2,0,2,0.00111435,0.0
constitucion-politica::18,constitucion-politica,18,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,2,0,2,0,1,0.00111435,0.0
constitucion-politica::16,constitucion-politica,16,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,4,0,4,0,4,0.00111435,0.0
constitucion-politica::14,constitucion-politica,14,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,2,0,2,0,2,0.00111435,0.0
"constitucion-politica::79, fracción I, párrafo segundo,",constitucion-politica,"79, fracción I, párrafo segundo,",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,2,0,2,0,1,0.00111435,0.0
ley-seguridad-nacional::?,ley-seguridad-nacional,?,Ley de Seguridad Nacional,seguridad,0,8,0,8,0,6,0.00103921,0.0
constitucion-politica::26,constitucion-politica,26,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,3,0,3,0,3,0.00098911,0.0
ley-contrataciones-publicas::?,ley-contrataciones-publicas,?,"Ley de Adquisiciones, Arrendamientos y Servicios del Sector Público",administrativo,0,6,0,6,0,6,0.00097764,0.0
ley-obras-publicas::?,ley-obras-publicas,?,Ley de Obras Públicas y Servicios Relacionados con las Mismas,administrativo,0,5,0,5,0,5,0.0009624,0.0
constitucion-politica::103 y 107,constitucion-politica,103 y 107,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,4,0,4,0,4,0.00084906,0.0
ley-sistemas-pagos::?,ley-sistemas-pagos,?,Ley del Sistema de Pagos,financiero,0,17,0,18,0,16,0.00079164,0.0
"constitucion-politica::anteriores del presente Título, se rigen por las disposiciones reglamentarias de los párrafos cuarto, quinto y sexto del Artículo 27",constitucion-politica,"anteriores del presente Título, se rigen por las disposiciones reglamentarias de los párrafos cuarto, quinto y sexto del Artículo 27",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::109,constitucion-politica,109,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::74 fracción IV, 75, 126, 127 y 134",constitucion-politica,"74 fracción IV, 75, 126, 127 y 134",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::74 fracción IV,constitucion-politica,74 fracción IV,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::90,constitucion-politica,90,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::29,constitucion-politica,29,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::96 y 100,constitucion-politica,96 y 100,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::52 y 56,constitucion-politica,52 y 56,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::83,constitucion-politica,83,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::63,constitucion-politica,63,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::65 y 66,constitucion-politica,65 y 66,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::70,constitucion-politica,70,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::63 y 64,constitucion-politica,63 y 64,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::25, 27 fracción XX y 28",constitucion-politica,"25, 27 fracción XX y 28",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::noveno,constitucion-politica,noveno,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::35, fracción III y 41, fracción I, parte final del segundo párrafo",constitucion-politica,"35, fracción III y 41, fracción I, parte final del segundo párrafo",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::76, fracción I, segundo párrafo,",constitucion-politica,"76, fracción I, segundo párrafo,",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::33,constitucion-politica,33,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::73, fracción XXI, párrafo primero, en materia de trata de personas,",constitucion-politica,"73, fracción XXI, párrafo primero, en materia de trata de personas,",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::34,constitucion-politica,34,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::25,constitucion-politica,25,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::101,constitucion-politica,101,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::41, 60 y 99",constitucion-politica,"41, 60 y 99",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::71, fracción IV",constitucion-politica,"71, fracción IV",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::80 de esta ley, en relación con las elecciones de Presidente",constitucion-politica,"80 de esta ley, en relación con las elecciones de Presidente",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::75 y 127, así como, en lo conducente, del 74, fracción IV, y del 126",constitucion-politica,"75 y 127, así como, en lo conducente, del 74, fracción IV, y del 126",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::110,constitucion-politica,110,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,2,0,2,0,2,0.00076368,0.0
"constitucion-politica::89, fracciones VI y VII,",constitucion-politica,"89, fracciones VI y VII,",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::76,constitucion-politica,76,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::estarán sujetos a lo dispuesto en esta Ley respecto de los actos que no estén expresamente comprendidos dentro de la protección que señala el artículo 28,constitucion-politica,estarán sujetos a lo dispuesto en esta Ley respecto de los actos que no estén expresamente comprendidos dentro de la protección que señala el artículo 28,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::105, fracción I, último párrafo,",constitucion-politica,"105, fracción I, último párrafo,",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::73, fracción IV,",constitucion-politica,"73, fracción IV,",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::5º,constitucion-politica,5º,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::31,constitucion-politica,31,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::13,constitucion-politica,13,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::133,constitucion-politica,133,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::131, párrafo segundo",constitucion-politica,"131, párrafo segundo",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::104,constitucion-politica,104,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::será aplicable a los casos en que la declaratoria general de inconstitucionalidad derive de lo dispuesto por la Ley Reglamentaria de las Fracciones I y II del Artículo 105,constitucion-politica,será aplicable a los casos en que la declaratoria general de inconstitucionalidad derive de lo dispuesto por la Ley Reglamentaria de las Fracciones I y II del Artículo 105,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::107,constitucion-politica,107,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::123, Apartado B,",constitucion-politica,"123, Apartado B,",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
ley-mercado-valores::225,ley-mercado-valores,225,Ley del Mercado de Valores,financiero,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::27 de la Constitución Política de los Estados Unidos Mexicanos, con excepción de los impuestos, en términos de lo dispuesto en el artículo 28 de la propia Constitución y los transitorios Décimo Cuarto y Décimo Quinto del Decreto por el que se reforman y adicionan diversas disposiciones",constitucion-politica,"27 de la Constitución Política de los Estados Unidos Mexicanos, con excepción de los impuestos, en términos de lo dispuesto en el artículo 28 de la propia Constitución y los transitorios Décimo Cuarto y Décimo Quinto del Decreto por el que se reforman y adicionan diversas disposiciones",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::89 fracción VI,constitucion-politica,89 fracción VI,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::27, párrafo tercero",constitucion-politica,"27, párrafo tercero",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
"constitucion-politica::102, apartado B,",constitucion-politica,"102, apartado B,",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::74,constitucion-politica,74,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::3,constitucion-politica,3,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
constitucion-politica::108 y 109,constitucion-politica,108 y 109,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00076368,0.0
ley-industria-electrica::?,ley-industria-electrica,?,Ley de la Industria Eléctrica,energia,0,10,0,12,0,8,0.00074176,0.0
"constitucion-politica::74, fracción IV,",constitucion-politica,"74, fracción IV,",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,2,0,2,0,1,0.00070523,0.0
constitucion-politica::segundo transitorio del Decreto por el que se reforman y adicionan diversas disposiciones,constitucion-politica,segundo transitorio del Decreto por el que se reforman y adicionan diversas disposiciones,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,2,0,2,0,2,0.00070523,0.0
constitucion-politica::35 y 116,constitucion-politica,35 y 116,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00058834,0.0
"constitucion-politica::27, párrafos cuarto, quinto y octavo",constitucion-politica,"27, párrafos cuarto, quinto y octavo",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00058834,0.0
"constitucion-politica::9 de la presente Ley a los servidores públicos aludidos en el Artículo Tercero Transitorio del Decreto por el que se reforman y adicionan los artículos 75, 115, 116, 122, 123 y 127",constitucion-politica,"9 de la presente Ley a los servidores públicos aludidos en el Artículo Tercero Transitorio del Decreto por el que se reforman y adicionan los artículos 75, 115, 116, 122, 123 y 127",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00058834,0.0
"constitucion-politica::28 de la presente Ley, podrán demandar la responsabilidad ambiental y el cumplimiento de las obligaciones, pagos y prestaciones previstos en este Título, en términos de lo dispuesto por la presente Ley, el Código Nacional de Procedimientos Civiles y Familiares, o de conformidad a la ley federal que regule los procedimientos judiciales a los que hace referencia el artículo 17",constitucion-politica,"28 de la presente Ley, podrán demandar la responsabilidad ambiental y el cumplimiento de las obligaciones, pagos y prestaciones previstos en este Título, en términos de lo dispuesto por la presente Ley, el Código Nacional de Procedimientos Civiles y Familiares, o de conformidad a la ley federal que regule los procedimientos judiciales a los que hace referencia el artículo 17",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00058834,0.0
"constitucion-politica::55, que se aplique lo dispuesto en el antepenúltimo párrafo del artículo 105",constitucion-politica,"55, que se aplique lo dispuesto en el antepenúltimo párrafo del artículo 105",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00058834,0.0
"constitucion-politica::27, fracción XX,",constitucion-politica,"27, fracción XX,",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00058834,0.0
"constitucion-politica::115, fracción V",constitucion-politica,"115, fracción V",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00058834,0.0
"constitucion-politica::73 fracción XXIV, 74, fracciones II y VI, y 79",constitucion-politica,"73 fracción XXIV, 74, fracciones II y VI, y 79",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00058834,0.0
"constitucion-politica::74, fracción VI,",constitucion-politica,"74, fracción VI,",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00058834,0.0
"constitucion-politica::104, fracción III",constitucion-politica,"104, fracción III",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00058834,0.0
constitucion-politica::113 fracción III,constitucion-politica,113 fracción III,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,2,0,2,0,1,0.00057081,0.0
constitucion-politica::73 y 122,constitucion-politica,73 y 122,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.0005299,0.0
"constitucion-politica::74, fracción VIII",constitucion-politica,"74, fracción VIII",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.0005299,0.0
constitucion-politica::tercero,constitucion-politica,tercero,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.0005299,0.0
constitucion-politica::43,constitucion-politica,43,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.0005299,0.0
ley-pemex::8,ley-pemex,8,Ley de Petróleos Mexicanos,energia,0,1,0,1,0,1,0.0005299,0.0
"lopjf::14,",lopjf,"14,",Ley Orgánica del Poder Judicial de la Federación,judicial,0,2,0,2,0,2,0.00051913,0.0
"constitucion-politica::28, párrafo sexto de la Constitución y los transitorios Décimo Cuarto y Décimo Quinto del Decreto por el que se reforman y adicionan diversas disposiciones",constitucion-politica,"28, párrafo sexto de la Constitución y los transitorios Décimo Cuarto y Décimo Quinto del Decreto por el que se reforman y adicionan diversas disposiciones",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00048314,0.0
ley-propiedad-industrial::?,ley-propiedad-industrial,?,Ley Federal de Protección a la Propiedad Industrial,propiedad-intelectual,0,1,0,1,0,1,0.00048314,0.0
"constitucion-politica::9, 10, 11, 17 y 18 de la Ley General para Prevenir y Sancionar los Delitos en Materia de Secuestro, Reglamentaria de la fracción XXI del artículo 73",constitucion-politica,"9, 10, 11, 17 y 18 de la Ley General para Prevenir y Sancionar los Delitos en Materia de Secuestro, Reglamentaria de la fracción XXI del artículo 73",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00048314,0.0
constitucion-politica::quinto transitorio del decreto por el que se modifican diversos artículos,constitucion-politica,quinto transitorio del decreto por el que se modifican diversos artículos,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.0004631,0.0
"constitucion-politica::74, fracciones II y VI y 79 y 109",constitucion-politica,"74, fracciones II y VI y 79 y 109",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.0004631,0.0
"constitucion-politica::25, los párrafos sexto y séptimo del artículo 27 y el párrafo cuarto del artículo 28",constitucion-politica,"25, los párrafos sexto y séptimo del artículo 27 y el párrafo cuarto del artículo 28",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00044489,0.0
"constitucion-politica::Tercero y Cuarto Transitorios del Decreto por el que se reforman los artículos 6o, 41, 85, 99, 108, 116 y 122, se adiciona el artículo 134 y se deroga un párrafo al artículo 97",constitucion-politica,"Tercero y Cuarto Transitorios del Decreto por el que se reforman los artículos 6o, 41, 85, 99, 108, 116 y 122, se adiciona el artículo 134 y se deroga un párrafo al artículo 97",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00043492,0.0
constitucion-politica::19 constitucional sujeto a la vacancia prevista en el artículo Segundo Transitorio del Decreto por el que se reforman y adicionan diversas disposiciones,constitucion-politica,19 constitucional sujeto a la vacancia prevista en el artículo Segundo Transitorio del Decreto por el que se reforman y adicionan diversas disposiciones,Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00042703,0.0
"constitucion-politica::105, fracción II, párrafo quinto, de la Constitución Política de los Estados Unidos Mexicanos y 72 de la Ley Reglamentaria de las Fracciones I y II del Artículo 105",constitucion-politica,"105, fracción II, párrafo quinto, de la Constitución Política de los Estados Unidos Mexicanos y 72 de la Ley Reglamentaria de las Fracciones I y II del Artículo 105",Constitución Política de los Estados Unidos Mexicanos,constitucional,0,1,0,1,0,1,0.00042553,0.0
ley-general-sociedades-mercantiles::19,ley-general-sociedades-mercantiles,19,Ley General de Sociedades Mercantiles,mercantil,0,1,0,1,0,1,0.00042397,0.0
ley-federal-de-juegos-y-sorteos::17,ley-federal-de-juegos-y-sorteos,17,ley-federal-de-juegos-y-sorteos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-seguridad-privada::4,ley-federal-de-seguridad-privada,4,ley-federal-de-seguridad-privada,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-federal-de-seguridad-privada::10,ley-federal-de-seguridad-privada,10,ley-federal-de-seguridad-privada,unknown,1,0,1,0,1,0,0.00041301,0.0
