node_id,law_id,article,law_name,sector,out_degree,in_degree,out_weight,in_weight,unique_laws_cited,unique_laws_citing,pagerank,betweenness
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::19,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,19,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::20,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,20,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::41,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,41,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::47,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,47,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::49,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,49,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::53,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,53,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::57,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,57,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::58,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,58,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::63,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,63,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::64,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,64,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::67,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,67,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::68,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,68,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::69,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,69,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::75,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,75,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::82,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,82,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::83,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,83,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::88,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,88,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::90,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,90,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::101,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,101,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::106,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,106,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::107,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,107,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::108,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,108,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::122,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,122,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::127,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,127,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::132,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,132,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::135,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,135,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::152,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,152,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::153,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,153,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes::154,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,154,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,unknown,17,0,26,0,17,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::13,codigo-federal-de-procedimientos-civiles,13,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::19,codigo-federal-de-procedimientos-civiles,19,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::44,codigo-federal-de-procedimientos-civiles,44,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::45,codigo-federal-de-procedimientos-civiles,45,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::72,codigo-federal-de-procedimientos-civiles,72,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::107,codigo-federal-de-procedimientos-civiles,107,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::171,codigo-federal-de-procedimientos-civiles,171,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::180,codigo-federal-de-procedimientos-civiles,180,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::310,codigo-federal-de-procedimientos-civiles,310,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::342,codigo-federal-de-procedimientos-civiles,342,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::434,codigo-federal-de-procedimientos-civiles,434,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::560,codigo-federal-de-procedimientos-civiles,560,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::568,codigo-federal-de-procedimientos-civiles,568,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::569,codigo-federal-de-procedimientos-civiles,569,codigo-federal-de-procedimientos-civiles,unknown,1,0,1,0,1,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::3º,codigo-federal-de-procedimientos-civiles,3º,codigo-federal-de-procedimientos-civiles,unknown,11,0,15,0,11,0,0.00041301,0.0
codigo-federal-de-procedimientos-civiles::496,codigo-federal-de-procedimientos-civiles,496,codigo-federal-de-procedimientos-civiles,unknown,3,0,4,0,3,0,0.00041301,0.0
ley-federal-de-armas-de-fuego-y-explosivos::1o,ley-federal-de-armas-de-fuego-y-explosivos,1o,ley-federal-de-armas-de-fuego-y-explosivos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-armas-de-fuego-y-explosivos::8o,ley-federal-de-armas-de-fuego-y-explosivos,8o,ley-federal-de-armas-de-fuego-y-explosivos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-armas-de-fuego-y-explosivos::12,ley-federal-de-armas-de-fuego-y-explosivos,12,ley-federal-de-armas-de-fuego-y-explosivos,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-armas-de-fuego-y-explosivos::92,ley-federal-de-armas-de-fuego-y-explosivos,92,ley-federal-de-armas-de-fuego-y-explosivos,unknown,6,0,7,0,6,0,0.00041301,0.0
ley-del-servicio-de-administracion-tributaria::20,ley-del-servicio-de-administracion-tributaria,20,ley-del-servicio-de-administracion-tributaria,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-del-servicio-de-administracion-tributaria::22,ley-del-servicio-de-administracion-tributaria,22,ley-del-servicio-de-administracion-tributaria,unknown,3,0,3,0,3,0,0.00041301,0.0
ley-del-servicio-de-administracion-tributaria::27,ley-del-servicio-de-administracion-tributaria,27,ley-del-servicio-de-administracion-tributaria,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-del-servicio-de-administracion-tributaria::34,ley-del-servicio-de-administracion-tributaria,34,ley-del-servicio-de-administracion-tributaria,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-del-servicio-de-administracion-tributaria::35,ley-del-servicio-de-administracion-tributaria,35,ley-del-servicio-de-administracion-tributaria,unknown,3,0,3,0,3,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::1,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,1,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::9,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,9,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::12,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,12,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::18,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,18,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::34,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,34,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::46,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,46,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::55,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,55,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::57,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,57,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::59,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,59,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,3,0,3,0,3,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::60,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,60,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::66,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,66,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,2,0,3,0,2,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::67,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,67,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::70,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,70,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::102,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,102,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::110,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,110,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::115,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,115,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::122,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,122,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::128,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,128,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::130,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,130,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::134,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,134,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::142,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,142,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::151,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,151,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::164,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,164,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::168,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,168,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::178,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,178,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::179,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,179,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::214,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,214,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::231,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,231,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::240,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,240,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::253,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,253,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes::266,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,266,ley-nacional-del-sistema-integral-de-justicia-penal-para-adolescentes,unknown,3,0,3,0,3,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::3,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,3,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::4,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,4,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::6,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,6,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::7,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,7,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::8,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,8,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::10,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,10,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::11,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,11,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::19,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,19,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::22,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,22,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::45,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,45,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::46,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,46,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::47,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,47,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::60,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,60,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::62,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,62,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::66,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,66,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::69,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,69,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::83,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,83,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::84,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,84,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::88,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,88,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano::119,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,119,ley-general-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano,unknown,3,0,3,0,3,0,0.00041301,0.0
ley-federal-de-cinematografia::9o,ley-federal-de-cinematografia,9o,ley-federal-de-cinematografia,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-cinematografia::13,ley-federal-de-cinematografia,13,ley-federal-de-cinematografia,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-cinematografia::17,ley-federal-de-cinematografia,17,ley-federal-de-cinematografia,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-cinematografia::43,ley-federal-de-cinematografia,43,ley-federal-de-cinematografia,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-cinematografia::48,ley-federal-de-cinematografia,48,ley-federal-de-cinematografia,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-cinematografia::57,ley-federal-de-cinematografia,57,ley-federal-de-cinematografia,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-cinematografia::58,ley-federal-de-cinematografia,58,ley-federal-de-cinematografia,unknown,15,0,19,0,15,0,0.00041301,0.0
ley-general-de-educacion-superior::1,ley-general-de-educacion-superior,1,ley-general-de-educacion-superior,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-educacion-superior::2,ley-general-de-educacion-superior,2,ley-general-de-educacion-superior,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-general-de-educacion-superior::3,ley-general-de-educacion-superior,3,ley-general-de-educacion-superior,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-educacion-superior::4,ley-general-de-educacion-superior,4,ley-general-de-educacion-superior,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-educacion-superior::5,ley-general-de-educacion-superior,5,ley-general-de-educacion-superior,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-educacion-superior::6,ley-general-de-educacion-superior,6,ley-general-de-educacion-superior,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-educacion-superior::9,ley-general-de-educacion-superior,9,ley-general-de-educacion-superior,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-educacion-superior::10,ley-general-de-educacion-superior,10,ley-general-de-educacion-superior,unknown,1,0,1,0,1,0,0.00041301,0.0
